"","area","st","occ_code","occ_title","tot_emp","h_mean","a_mean","h_median","a_median","year","State","Est_Population"
"4279","53","WA",2021,"dental hygienists",5800,43.34,90150,44.4,92340,2016,"Washington",7299961
"4280","54","WV",1021,"dentists, general",460,78.22,162690,63.07,131190,2016,"West Virginia",1832435
"4281","54","WV",1062,"family and general practitioners",90,89.32,185780,88.83,184760,2016,"West Virginia",1832435
"4282","54","WV",1069,"physicians and surgeons, all other",2990,110.15,229110,NA,NA,2016,"West Virginia",1832435
"4283","54","WV",1141,"registered nurses",20880,28.55,59380,27.98,58200,2016,"West Virginia",1832435
"4284","54","WV",2021,"dental hygienists",1020,25.99,54060,26.33,54760,2016,"West Virginia",1832435
"4285","55","WI",1021,"dentists, general",2150,101.11,210300,93.11,193670,2016,"Wisconsin",5775170
"4286","55","WI",1062,"family and general practitioners",3020,110.53,229900,NA,NA,2016,"Wisconsin",5775170
"4287","55","WI",1069,"physicians and surgeons, all other",5580,120.87,251400,NA,NA,2016,"Wisconsin",5775170
"4288","55","WI",1141,"registered nurses",55410,32.66,67930,31.94,66430,2016,"Wisconsin",5775170
"4289","55","WI",2021,"dental hygienists",5000,30.92,64320,30.85,64170,2016,"Wisconsin",5775170
"4290","56","WY",1021,"dentists, general",230,84.3,175350,73.17,152200,2016,"Wyoming",585243
"4291","56","WY",1062,"family and general practitioners",260,94.03,195580,90.89,189040,2016,"Wyoming",585243
"4292","56","WY",1069,"physicians and surgeons, all other",380,124.97,259940,NA,NA,2016,"Wyoming",585243
"4293","56","WY",1141,"registered nurses",4970,30.28,62980,29.54,61450,2016,"Wyoming",585243
"4294","56","WY",2021,"dental hygienists",490,33.08,68810,33.41,69490,2016,"Wyoming",585243
"4295","01","AL",1021,"dentists, general",1010,87.13,181240,78.24,162750,2017,"Alabama",4877989
"4296","01","AL",1062,"family and general practitioners",660,100.19,208400,95.68,199020,2017,"Alabama",4877989
"4297","01","AL",1069,"physicians and surgeons, all other",5390,119.04,247610,NA,NA,2017,"Alabama",4877989
"4298","01","AL",1141,"registered nurses",49290,27.83,57890,27.2,56570,2017,"Alabama",4877989
"4299","01","AL",2021,"dental hygienists",3390,22.25,46290,22.32,46430,2017,"Alabama",4877989
"4300","02","AK",1021,"dentists, general",200,114.01,237140,NA,NA,2017,"Alaska",740983
"4301","02","AK",1062,"family and general practitioners",450,107.26,223090,NA,NA,2017,"Alaska",740983
"4302","02","AK",1069,"physicians and surgeons, all other",500,123.38,256630,NA,NA,2017,"Alaska",740983
"4303","02","AK",1141,"registered nurses",5570,42.07,87510,41.45,86220,2017,"Alaska",740983
"4304","02","AK",2021,"dental hygienists",530,51.53,107190,53.05,110350,2017,"Alaska",740983
"4305","04","AZ",1021,"dentists, general",2620,84.28,175310,80.29,166990,2017,"Arizona",7048088
"4306","04","AZ",1062,"family and general practitioners",3150,95.45,198530,90.28,187780,2017,"Arizona",7048088
"4307","04","AZ",1069,"physicians and surgeons, all other",5720,114.99,239190,NA,NA,2017,"Arizona",7048088
"4308","04","AZ",1141,"registered nurses",54630,36.11,75110,35.7,74260,2017,"Arizona",7048088
"4309","04","AZ",2021,"dental hygienists",2870,41.09,85470,42.97,89370,2017,"Arizona",7048088
"4310","05","AR",1021,"dentists, general",750,81.94,170440,67.93,141300,2017,"Arkansas",3003855
"4311","05","AR",1062,"family and general practitioners",1300,106.95,222460,NA,NA,2017,"Arkansas",3003855
"4312","05","AR",1069,"physicians and surgeons, all other",2750,86.71,180350,90.02,187240,2017,"Arkansas",3003855
"4313","05","AR",1141,"registered nurses",24380,28.28,58810,27.68,57570,2017,"Arkansas",3003855
"4314","05","AR",2021,"dental hygienists",1420,32.97,68580,33.7,70090,2017,"Arkansas",3003855
"4315","06","CA",1021,"dentists, general",17130,75.91,157890,65.14,135490,2017,"California",39337785
"4316","06","CA",1062,"family and general practitioners",13950,94.32,196180,91.76,190860,2017,"California",39337785
"4317","06","CA",1069,"physicians and surgeons, all other",29890,103.23,214730,NA,NA,2017,"California",39337785
"4318","06","CA",1141,"registered nurses",282290,49.37,102700,48.43,100730,2017,"California",39337785
"4319","06","CA",2021,"dental hygienists",22840,46.84,97420,47.7,99210,2017,"California",39337785
"4320","08","CO",1021,"dentists, general",1930,80.82,168110,64.9,135000,2017,"Colorado",5617421
"4321","08","CO",1062,"family and general practitioners",3580,106.84,222240,NA,NA,2017,"Colorado",5617421
"4322","08","CO",1069,"physicians and surgeons, all other",2720,121.63,253000,NA,NA,2017,"Colorado",5617421
"4323","08","CO",1141,"registered nurses",49340,34.89,72570,34.27,71280,2017,"Colorado",5617421
"4324","08","CO",2021,"dental hygienists",4900,39.37,81880,40.77,84800,2017,"Colorado",5617421
"4325","09","CT",1021,"dentists, general",1200,102.33,212840,96.92,201590,2017,"Connecticut",3575324
"4326","09","CT",1062,"family and general practitioners",990,97.9,203640,96.03,199740,2017,"Connecticut",3575324
"4327","09","CT",1069,"physicians and surgeons, all other",6060,104.65,217660,NA,NA,2017,"Connecticut",3575324
"4328","09","CT",1141,"registered nurses",34310,38.56,80200,38.22,79500,2017,"Connecticut",3575324
"4329","09","CT",2021,"dental hygienists",3770,39.55,82260,41.4,86110,2017,"Connecticut",3575324
"4330","10","DE",1021,"dentists, general",380,123.7,257290,NA,NA,2017,"Delaware",957942
"4331","10","DE",1062,"family and general practitioners",440,91.36,190020,87.02,180990,2017,"Delaware",957942
"4332","10","DE",1069,"physicians and surgeons, all other",1670,105.57,219580,NA,NA,2017,"Delaware",957942
"4333","10","DE",1141,"registered nurses",11620,35.18,73180,34.43,71610,2017,"Delaware",957942
"4334","10","DE",2021,"dental hygienists",640,37.1,77160,36.77,76490,2017,"Delaware",957942
"4335","11","DC",1021,"dentists, general",290,86.83,180600,75.54,157130,2017,"District of Columbia",697079
"4336","11","DC",1062,"family and general practitioners",230,80.26,166940,80.54,167530,2017,"District of Columbia",697079
"4337","11","DC",1069,"physicians and surgeons, all other",1880,92.3,191990,89.9,187000,2017,"District of Columbia",697079
"4338","11","DC",1141,"registered nurses",11000,43.32,90110,41.85,87040,2017,"District of Columbia",697079
"4339","11","DC",2021,"dental hygienists",470,38.62,80340,42.68,88760,2017,"District of Columbia",697079
"4340","12","FL",1021,"dentists, general",6590,80.1,166610,71.3,148300,2017,"Florida",20977089
"4341","12","FL",1062,"family and general practitioners",12710,103.51,215300,98.79,205480,2017,"Florida",20977089
"4342","12","FL",1069,"physicians and surgeons, all other",18410,109.24,227230,NA,NA,2017,"Florida",20977089
"4343","12","FL",1141,"registered nurses",178330,31.2,64890,30.32,63060,2017,"Florida",20977089
"4344","12","FL",2021,"dental hygienists",10320,30.31,63040,31.19,64880,2017,"Florida",20977089
"4345","13","GA",1021,"dentists, general",2780,87.35,181690,69.37,144280,2017,"Georgia",10417031
"4346","13","GA",1062,"family and general practitioners",3820,91.34,189980,85.66,178170,2017,"Georgia",10417031
"4347","13","GA",1069,"physicians and surgeons, all other",9530,114.89,238970,NA,NA,2017,"Georgia",10417031
"4348","13","GA",1141,"registered nurses",75000,32.09,66750,31.78,66110,2017,"Georgia",10417031
"4349","13","GA",2021,"dental hygienists",6580,31.49,65500,32.5,67610,2017,"Georgia",10417031
"4350","15","HI",1021,"dentists, general",700,83.69,174070,62.54,130080,2017,"Hawaii",1425763
"4351","15","HI",1062,"family and general practitioners",480,93.64,194760,85.06,176930,2017,"Hawaii",1425763
"4352","15","HI",1069,"physicians and surgeons, all other",1280,122.8,255410,NA,NA,2017,"Hawaii",1425763
"4353","15","HI",1141,"registered nurses",10800,46.63,96990,49.26,102450,2017,"Hawaii",1425763
"4354","15","HI",2021,"dental hygienists",870,36.99,76930,36.43,75770,2017,"Hawaii",1425763
"4355","16","ID",1021,"dentists, general",310,90.29,187800,80.2,166810,2017,"Idaho",1719745
"4356","16","ID",1062,"family and general practitioners",1060,106.03,220550,NA,NA,2017,"Idaho",1719745
"4357","16","ID",1069,"physicians and surgeons, all other",740,110.74,230330,NA,NA,2017,"Idaho",1719745
"4358","16","ID",1141,"registered nurses",13320,31.02,64520,30.78,64030,2017,"Idaho",1719745
"4359","16","ID",2021,"dental hygienists",1650,35.81,74490,35.95,74780,2017,"Idaho",1719745
"4360","17","IL",1021,"dentists, general",4630,77.53,161270,63.36,131780,2017,"Illinois",12779893
"4361","17","IL",1062,"family and general practitioners",9160,105.91,220290,NA,NA,2017,"Illinois",12779893
"4362","17","IL",1069,"physicians and surgeons, all other",10270,92.04,191440,94.78,197130,2017,"Illinois",12779893
"4363","17","IL",1141,"registered nurses",123100,34.66,72090,33.74,70190,2017,"Illinois",12779893
"4364","17","IL",2021,"dental hygienists",9510,34.58,71930,35.35,73530,2017,"Illinois",12779893
"4365","18","IN",1021,"dentists, general",1710,89.34,185820,76.42,158960,2017,"Indiana",6662068
"4366","18","IN",1062,"family and general practitioners",1920,95.23,198080,91.07,189420,2017,"Indiana",6662068
"4367","18","IN",1069,"physicians and surgeons, all other",9530,114.73,238650,NA,NA,2017,"Indiana",6662068
"4368","18","IN",1141,"registered nurses",68530,30.02,62450,29.12,60560,2017,"Indiana",6662068
"4369","18","IN",2021,"dental hygienists",4790,32.28,67150,33.34,69340,2017,"Indiana",6662068
"4370","19","IA",1021,"dentists, general",1100,92.85,193130,86.45,179820,2017,"Iowa",3143734
"4371","19","IA",1062,"family and general practitioners",1840,116.23,241760,NA,NA,2017,"Iowa",3143734
"4372","19","IA",1069,"physicians and surgeons, all other",2620,114.1,237330,NA,NA,2017,"Iowa",3143734
"4373","19","IA",1141,"registered nurses",33280,27.85,57930,27.27,56710,2017,"Iowa",3143734
"4374","19","IA",2021,"dental hygienists",2320,33.03,68700,33.48,69650,2017,"Iowa",3143734
"4375","20","KS",1021,"dentists, general",1090,89.23,185600,75.16,156340,2017,"Kansas",2910892
"4376","20","KS",1062,"family and general practitioners",680,109.2,227140,NA,NA,2017,"Kansas",2910892
"4377","20","KS",1069,"physicians and surgeons, all other",3190,95.98,199630,98.63,205150,2017,"Kansas",2910892
"4378","20","KS",1141,"registered nurses",28900,28.82,59940,28.29,58850,2017,"Kansas",2910892
"4379","20","KS",2021,"dental hygienists",2280,31.97,66490,32.8,68220,2017,"Kansas",2910892
"4380","21","KY",1021,"dentists, general",960,78.55,163390,67.33,140040,2017,"Kentucky",4455590
"4381","21","KY",1062,"family and general practitioners",1530,103.28,214830,96.18,200050,2017,"Kentucky",4455590
"4382","21","KY",1069,"physicians and surgeons, all other",2970,110.93,230730,NA,NA,2017,"Kentucky",4455590
"4383","21","KY",1141,"registered nurses",44410,29.58,61530,29.01,60340,2017,"Kentucky",4455590
"4384","21","KY",2021,"dental hygienists",2460,28.6,59500,28.54,59360,2017,"Kentucky",4455590
"4385","22","LA",1021,"dentists, general",750,55.31,115050,49.59,103140,2017,"Louisiana",4673673
"4386","22","LA",1062,"family and general practitioners",1040,105.04,218480,97.15,202060,2017,"Louisiana",4673673
"4387","22","LA",1069,"physicians and surgeons, all other",4340,100.89,209860,97.08,201930,2017,"Louisiana",4673673
"4388","22","LA",1141,"registered nurses",45970,30.56,63560,29.47,61300,2017,"Louisiana",4673673
"4389","22","LA",2021,"dental hygienists",1930,27.62,57450,27.12,56410,2017,"Louisiana",4673673
"4390","23","ME",1021,"dentists, general",500,86.5,179920,75.84,157740,2017,"Maine",1335743
"4391","23","ME",1062,"family and general practitioners",690,95.29,198210,87.01,180990,2017,"Maine",1335743
"4392","23","ME",1069,"physicians and surgeons, all other",2080,118.98,247470,NA,NA,2017,"Maine",1335743
"4393","23","ME",1141,"registered nurses",14200,31.68,65890,30.71,63880,2017,"Maine",1335743
"4394","23","ME",2021,"dental hygienists",1120,30.01,62410,29.26,60870,2017,"Maine",1335743
"4395","24","MD",1021,"dentists, general",2560,74.04,154010,65.26,135730,2017,"Maryland",6028186
"4396","24","MD",1062,"family and general practitioners",2360,100.68,209420,93.93,195370,2017,"Maryland",6028186
"4397","24","MD",1069,"physicians and surgeons, all other",10550,93.06,193570,88.88,184870,2017,"Maryland",6028186
"4398","24","MD",1141,"registered nurses",53700,36.18,75250,35.63,74120,2017,"Maryland",6028186
"4399","24","MD",2021,"dental hygienists",3230,41.29,85890,43.06,89570,2017,"Maryland",6028186
"4400","25","MA",1021,"dentists, general",3330,84.42,175580,69.79,145170,2017,"Massachusetts",6863560
"4401","25","MA",1062,"family and general practitioners",3250,108.04,224710,NA,NA,2017,"Massachusetts",6863560
"4402","25","MA",1069,"physicians and surgeons, all other",14370,96.04,199760,97.21,202190,2017,"Massachusetts",6863560
"4403","25","MA",1141,"registered nurses",82870,42.95,89330,40.72,84700,2017,"Massachusetts",6863560
"4404","25","MA",2021,"dental hygienists",5660,39.56,82290,40.62,84500,2017,"Massachusetts",6863560
"4405","26","MI",1021,"dentists, general",4060,90.11,187430,83.54,173770,2017,"Michigan",9976752
"4406","26","MI",1062,"family and general practitioners",4860,91.95,191260,88.79,184680,2017,"Michigan",9976752
"4407","26","MI",1069,"physicians and surgeons, all other",16370,88.34,183760,87.2,181380,2017,"Michigan",9976752
"4408","26","MI",1141,"registered nurses",94090,33.23,69120,32.87,68370,2017,"Michigan",9976752
"4409","26","MI",2021,"dental hygienists",10090,29.99,62370,29.83,62050,2017,"Michigan",9976752
"4410","27","MN",1021,"dentists, general",1620,101.12,210320,86.96,180880,2017,"Minnesota",5569283
"4411","27","MN",1062,"family and general practitioners",3020,105.46,219360,95.9,199470,2017,"Minnesota",5569283
"4412","27","MN",1069,"physicians and surgeons, all other",NA,119.29,248110,NA,NA,2017,"Minnesota",5569283
"4413","27","MN",1141,"registered nurses",64540,37.28,77540,37.41,77810,2017,"Minnesota",5569283
"4414","27","MN",2021,"dental hygienists",5090,35.03,72850,35.03,72870,2017,"Minnesota",5569283
"4415","28","MS",1021,"dentists, general",640,87.75,182520,75.36,156750,2017,"Mississippi",2990674
"4416","28","MS",1062,"family and general practitioners",950,105.11,218640,NA,NA,2017,"Mississippi",2990674
"4417","28","MS",1069,"physicians and surgeons, all other",1760,89.28,185700,99.71,207400,2017,"Mississippi",2990674
"4418","28","MS",1141,"registered nurses",28760,27.74,57700,27.31,56810,2017,"Mississippi",2990674
"4419","28","MS",2021,"dental hygienists",1400,27.7,57620,27.92,58080,2017,"Mississippi",2990674
"4420","29","MO",1021,"dentists, general",1510,86.71,180350,72.96,151770,2017,"Missouri",6111382
"4421","29","MO",1062,"family and general practitioners",5280,83.14,172940,80.53,167510,2017,"Missouri",6111382
"4422","29","MO",1069,"physicians and surgeons, all other",4440,108.12,224880,NA,NA,2017,"Missouri",6111382
"4423","29","MO",1141,"registered nurses",72090,30.43,63300,29.21,60750,2017,"Missouri",6111382
"4424","29","MO",2021,"dental hygienists",3470,33.64,69980,34.07,70860,2017,"Missouri",6111382
"4425","30","MT",1021,"dentists, general",460,77.43,161060,67.22,139820,2017,"Montana",1053862
"4426","30","MT",1062,"family and general practitioners",350,91.1,189490,87.47,181930,2017,"Montana",1053862
"4427","30","MT",1069,"physicians and surgeons, all other",930,120.26,250150,NA,NA,2017,"Montana",1053862
"4428","30","MT",1141,"registered nurses",10110,31.87,66280,31.04,64560,2017,"Montana",1053862
"4429","30","MT",2021,"dental hygienists",720,35.03,72850,35.26,73330,2017,"Montana",1053862
"4430","31","NE",1021,"dentists, general",660,71.27,148230,60.74,126350,2017,"Nebraska",1916998
"4431","31","NE",1062,"family and general practitioners",1680,109.15,227020,NA,NA,2017,"Nebraska",1916998
"4432","31","NE",1069,"physicians and surgeons, all other",1860,80.4,167230,47.62,99040,2017,"Nebraska",1916998
"4433","31","NE",1141,"registered nurses",22870,29.91,62210,29.27,60890,2017,"Nebraska",1916998
"4434","31","NE",2021,"dental hygienists",1280,31.05,64580,31.91,66380,2017,"Nebraska",1916998
"4435","32","NV",1021,"dentists, general",1170,100.66,209360,90.78,188820,2017,"Nevada",2972097
"4436","32","NV",1062,"family and general practitioners",670,94.95,197500,92.34,192070,2017,"Nevada",2972097
"4437","32","NV",1069,"physicians and surgeons, all other",2240,118.06,245570,NA,NA,2017,"Nevada",2972097
"4438","32","NV",1141,"registered nurses",21060,40.86,84980,40.87,85020,2017,"Nevada",2972097
"4439","32","NV",2021,"dental hygienists",2190,40.44,84110,42.54,88480,2017,"Nevada",2972097
"4440","33","NH",1021,"dentists, general",510,105.73,219920,97.2,202170,2017,"New Hampshire",1350395
"4441","33","NH",1062,"family and general practitioners",910,124.36,258670,NA,NA,2017,"New Hampshire",1350395
"4442","33","NH",1069,"physicians and surgeons, all other",1610,132.24,275050,NA,NA,2017,"New Hampshire",1350395
"4443","33","NH",1141,"registered nurses",13190,33.67,70040,32.97,68580,2017,"New Hampshire",1350395
"4444","33","NH",2021,"dental hygienists",1240,36.63,76180,36.55,76030,2017,"New Hampshire",1350395
"4445","34","NJ",1021,"dentists, general",3880,79,164310,63.55,132190,2017,"New Jersey",8888147
"4446","34","NJ",1062,"family and general practitioners",1750,104.27,216880,93.46,194390,2017,"New Jersey",8888147
