"","st","job_type","occ_code","tot_employment","annual_mean_income","year","State","Est_Population"
"4816","DC","Dentists, General",1021,0,104920,2015,"District of Columbia",677014
"4817","DE","Dentists, General",1021,330,227160,2015,"Delaware",942065
"4818","DE","Physicians and Surgeons, Family Practitioner",1062,490,164980,2015,"Delaware",942065
"4819","FL","Dentists, General",1021,5570,170270,2015,"Florida",20219111
"4820","FL","Physicians and Surgeons, Family Practitioner",1062,10680,197090,2015,"Florida",20219111
"4821","GA","Dentists, General",1021,2450,177540,2015,"Georgia",10183353
"4822","GA","Physicians and Surgeons, Family Practitioner",1062,3220,207770,2015,"Georgia",10183353
"4823","HI","Dentists, General",1021,530,154880,2015,"Hawaii",1422999
"4824","HI","Physicians and Surgeons, Family Practitioner",1062,930,228220,2015,"Hawaii",1422999
"4825","IA","Dentists, General",1021,860,185270,2015,"Iowa",3122541
"4826","IA","Physicians and Surgeons, Family Practitioner",1062,1840,234600,2015,"Iowa",3122541
"4827","ID","Dentists, General",1021,460,191140,2015,"Idaho",1652495
"4828","ID","Physicians and Surgeons, Family Practitioner",1062,820,187270,2015,"Idaho",1652495
"4829","IL","Dentists, General",1021,3610,149400,2015,"Illinois",12859585
"4830","IL","Physicians and Surgeons, Family Practitioner",1062,5240,189480,2015,"Illinois",12859585
"4831","IN","Dentists, General",1021,2050,146760,2015,"Indiana",6611442
"4832","IN","Physicians and Surgeons, Family Practitioner",1062,1980,177540,2015,"Indiana",6611442
"4833","KS","Dentists, General",1021,950,182340,2015,"Kansas",2910717
"4834","KS","Physicians and Surgeons, Family Practitioner",1062,1010,228590,2015,"Kansas",2910717
"4835","KY","Dentists, General",1021,820,168460,2015,"Kentucky",4429126
"4836","KY","Physicians and Surgeons, Family Practitioner",1062,1370,191400,2015,"Kentucky",4429126
"4837","LA","Dentists, General",1021,820,139080,2015,"Louisiana",4666998
"4838","LA","Physicians and Surgeons, Family Practitioner",1062,1050,206440,2015,"Louisiana",4666998
"4839","MA","Dentists, General",1021,3470,179390,2015,"Massachusetts",6797484
"4840","MA","Physicians and Surgeons, Family Practitioner",1062,3890,212210,2015,"Massachusetts",6797484
"4841","MD","Dentists, General",1021,2380,158310,2015,"Maryland",5988528
"4842","MD","Physicians and Surgeons, Family Practitioner",1062,2420,179410,2015,"Maryland",5988528
"4843","ME","Dentists, General",1021,360,185290,2015,"Maine",1329098
"4844","ME","Physicians and Surgeons, Family Practitioner",1062,730,177790,2015,"Maine",1329098
"4845","MI","Dentists, General",1021,3740,169080,2015,"Michigan",9934483
"4846","MI","Physicians and Surgeons, Family Practitioner",1062,4670,174360,2015,"Michigan",9934483
"4847","MN","Dentists, General",1021,1760,193320,2015,"Minnesota",5484002
"4848","MN","Physicians and Surgeons, Family Practitioner",1062,2560,190140,2015,"Minnesota",5484002
"4849","MO","Dentists, General",1021,1860,166000,2015,"Missouri",6075411
"4850","MO","Physicians and Surgeons, Family Practitioner",1062,7020,155480,2015,"Missouri",6075411
"4851","MS","Dentists, General",1021,700,178610,2015,"Mississippi",2990231
"4852","MS","Physicians and Surgeons, Family Practitioner",1062,910,223250,2015,"Mississippi",2990231
"4853","MT","Dentists, General",1021,410,147250,2015,"Montana",1031495
"4854","MT","Physicians and Surgeons, Family Practitioner",1062,420,191970,2015,"Montana",1031495
"4855","NC","Dentists, General",1021,3160,211370,2015,"North Carolina",10037218
"4856","NC","Physicians and Surgeons, Family Practitioner",1062,3450,195980,2015,"North Carolina",10037218
"4857","ND","Dentists, General",1021,240,214450,2015,"North Dakota",755537
"4858","ND","Physicians and Surgeons, Family Practitioner",1062,410,191930,2015,"North Dakota",755537
"4859","NE","Dentists, General",1021,530,153460,2015,"Nebraska",1892059
"4860","NE","Physicians and Surgeons, Family Practitioner",1062,1100,216200,2015,"Nebraska",1892059
"4861","NH","Dentists, General",1021,430,217790,2015,"New Hampshire",1337480
"4862","NH","Physicians and Surgeons, Family Practitioner",1062,600,214020,2015,"New Hampshire",1337480
"4863","NJ","Dentists, General",1021,2560,166700,2015,"New Jersey",8870312
"4864","NJ","Physicians and Surgeons, Family Practitioner",1062,2790,174080,2015,"New Jersey",8870312
"4865","NM","Dentists, General",1021,770,170570,2015,"New Mexico",2090071
"4866","NM","Physicians and Surgeons, Family Practitioner",1062,760,167140,2015,"New Mexico",2090071
"4867","NV","Dentists, General",1021,850,195360,2015,"Nevada",2868531
"4868","NV","Physicians and Surgeons, Family Practitioner",1062,890,160070,2015,"Nevada",2868531
"4869","NY","Dentists, General",1021,8190,173980,2015,"New York",19657321
"4870","NY","Physicians and Surgeons, Family Practitioner",1062,2220,181870,2015,"New York",19657321
"4871","OH","Dentists, General",1021,3280,191270,2015,"Ohio",11622315
"4872","OH","Physicians and Surgeons, Family Practitioner",1062,3840,191890,2015,"Ohio",11622315
"4873","OK","Dentists, General",1021,1250,155250,2015,"Oklahoma",3910518
"4874","OK","Physicians and Surgeons, Family Practitioner",1062,3850,144100,2015,"Oklahoma",3910518
"4875","OR","Dentists, General",1021,1090,193960,2015,"Oregon",4018542
"4876","OR","Physicians and Surgeons, Family Practitioner",1062,1060,181570,2015,"Oregon",4018542
"4877","PA","Dentists, General",1021,3940,150620,2015,"Pennsylvania",12789838
"4878","PA","Physicians and Surgeons, Family Practitioner",1062,5160,205310,2015,"Pennsylvania",12789838
"4879","RI","Dentists, General",1021,350,180220,2015,"Rhode Island",1056886
"4880","RI","Physicians and Surgeons, Family Practitioner",1062,0,174300,2015,"Rhode Island",1056886
"4881","SC","Dentists, General",1021,1670,195350,2015,"South Carolina",4896006
"4882","SC","Physicians and Surgeons, Family Practitioner",1062,3410,202120,2015,"South Carolina",4896006
"4883","SD","Dentists, General",1021,340,153880,2015,"South Dakota",854663
"4884","SD","Physicians and Surgeons, Family Practitioner",1062,460,210150,2015,"South Dakota",854663
"4885","TN","Dentists, General",1021,1000,176080,2015,"Tennessee",6595354
"4886","TN","Physicians and Surgeons, Family Practitioner",1062,1650,174430,2015,"Tennessee",6595354
"4887","TX","Dentists, General",1021,8140,171870,2015,"Texas",27468531
"4888","TX","Physicians and Surgeons, Family Practitioner",1062,6540,198430,2015,"Texas",27468531
"4889","UT","Dentists, General",1021,1100,121340,2015,"Utah",2983626
"4890","UT","Physicians and Surgeons, Family Practitioner",1062,1380,205720,2015,"Utah",2983626
"4891","VA","Dentists, General",1021,2860,156040,2015,"Virginia",8367303
"4892","VA","Physicians and Surgeons, Family Practitioner",1062,3580,184420,2015,"Virginia",8367303
"4893","VT","Dentists, General",1021,180,180970,2015,"Vermont",625810
"4894","VT","Physicians and Surgeons, Family Practitioner",1062,330,165710,2015,"Vermont",625810
"4895","WA","Dentists, General",1021,2110,182990,2015,"Washington",7167287
"4896","WA","Physicians and Surgeons, Family Practitioner",1062,1890,206250,2015,"Washington",7167287
"4897","WI","Dentists, General",1021,2010,203570,2015,"Wisconsin",5762927
"4898","WI","Physicians and Surgeons, Family Practitioner",1062,3450,218480,2015,"Wisconsin",5762927
"4899","WV","Dentists, General",1021,420,163610,2015,"West Virginia",1843332
"4900","WV","Physicians and Surgeons, Family Practitioner",1062,240,164420,2015,"West Virginia",1843332
"4901","WY","Dentists, General",1021,250,171340,2015,"Wyoming",586389
"4902","WY","Physicians and Surgeons, Family Practitioner",1062,260,200260,2015,"Wyoming",586389
"4903","AK","Dental Hygienists",2021,480,102890,2016,"Alaska",742575
"4904","AK","Dentists, All",1020,270,234240,2016,"Alaska",742575
"4905","AK","Nurses",1141,5570,86450,2016,"Alaska",742575
"4906","AK","Physicians and Surgeons, All",1060,1300,NA,2016,"Alaska",742575
"4907","AL","Dental Hygienists",2021,3380,44760,2016,"Alabama",4866824
"4908","AL","Dentists, All",1020,1170,183014.358974359,2016,"Alabama",4866824
"4909","AL","Nurses",1141,47440,56900,2016,"Alabama",4866824
"4910","AL","Physicians and Surgeons, All",1060,8280,NA,2016,"Alabama",4866824
"4911","AR","Dental Hygienists",2021,1430,65450,2016,"Arkansas",2991815
"4912","AR","Dentists, All",1020,730,188204.520547945,2016,"Arkansas",2991815
"4913","AR","Nurses",1141,23380,57630,2016,"Arkansas",2991815
"4914","AR","Physicians and Surgeons, All",1060,5450,200281.321100917,2016,"Arkansas",2991815
"4915","AZ","Dental Hygienists",2021,2410,84130,2016,"Arizona",6944767
"4916","AZ","Dentists, All",1020,2580,169108.837209302,2016,"Arizona",6944767
"4917","AZ","Nurses",1141,52610,73430,2016,"Arizona",6944767
"4918","AZ","Physicians and Surgeons, All",1060,11020,201744.192377495,2016,"Arizona",6944767
"4919","CA","Dental Hygienists",2021,21490,94640,2016,"California",39149186
"4920","CA","Dentists, All",1020,17210,165618.082510169,2016,"California",39149186
"4921","CA","Nurses",1141,274650,101750,2016,"California",39149186
"4922","CA","Physicians and Surgeons, All",1060,59040,209729.730691057,2016,"California",39149186
"4923","CO","Dental Hygienists",2021,4580,80150,2016,"Colorado",5543844
"4924","CO","Dentists, All",1020,2020,175210,2016,"Colorado",5543844
"4925","CO","Nurses",1141,47590,70550,2016,"Colorado",5543844
"4926","CO","Physicians and Surgeons, All",1060,9480,230287.732067511,2016,"Colorado",5543844
"4927","CT","Dental Hygienists",2021,3810,82920,2016,"Connecticut",3579830
"4928","CT","Dentists, All",1020,1200,NA,2016,"Connecticut",3579830
"4929","CT","Nurses",1141,32930,78270,2016,"Connecticut",3579830
"4930","CT","Physicians and Surgeons, All",1060,10350,210729.198067633,2016,"Connecticut",3579830
"4931","DC","Dental Hygienists",2021,390,NA,2016,"District of Columbia",687576
"4932","DC","Dentists, All",1020,260,113910,2016,"District of Columbia",687576
"4933","DC","Nurses",1141,10320,80500,2016,"District of Columbia",687576
"4934","DC","Physicians and Surgeons, All",1060,5430,158706.50092081,2016,"District of Columbia",687576
"4935","DE","Dental Hygienists",2021,640,72480,2016,"Delaware",949989
"4936","DE","Dentists, All",1020,340,NA,2016,"Delaware",949989
"4937","DE","Nurses",1141,11320,70820,2016,"Delaware",949989
"4938","DE","Physicians and Surgeons, All",1060,2460,213663.414634146,2016,"Delaware",949989
"4939","FL","Dental Hygienists",2021,11010,62990,2016,"Florida",20627237
"4940","FL","Dentists, All",1020,6720,NA,2016,"Florida",20627237
"4941","FL","Nurses",1141,174710,64630,2016,"Florida",20627237
"4942","FL","Physicians and Surgeons, All",1060,39810,218506.546093946,2016,"Florida",20627237
"4943","GA","Dental Hygienists",2021,5980,65300,2016,"Georgia",10308442
"4944","GA","Dentists, All",1020,2760,NA,2016,"Georgia",10308442
"4945","GA","Nurses",1141,73330,64750,2016,"Georgia",10308442
"4946","GA","Physicians and Surgeons, All",1060,18450,225886.834688347,2016,"Georgia",10308442
"4947","HI","Dental Hygienists",2021,910,74590,2016,"Hawaii",1428885
"4948","HI","Dentists, All",1020,550,NA,2016,"Hawaii",1428885
"4949","HI","Nurses",1141,11300,88910,2016,"Hawaii",1428885
"4950","HI","Physicians and Surgeons, All",1060,2120,NA,2016,"Hawaii",1428885
"4951","IA","Dental Hygienists",2021,2470,68970,2016,"Iowa",3133210
"4952","IA","Dentists, All",1020,1040,184910,2016,"Iowa",3133210
"4953","IA","Nurses",1141,32370,56290,2016,"Iowa",3133210
"4954","IA","Physicians and Surgeons, All",1060,5550,239481.207207207,2016,"Iowa",3133210
"4955","ID","Dental Hygienists",2021,1510,73630,2016,"Idaho",1684036
"4956","ID","Dentists, All",1020,440,184428.181818182,2016,"Idaho",1684036
"4957","ID","Nurses",1141,12330,62470,2016,"Idaho",1684036
"4958","ID","Physicians and Surgeons, All",1060,2120,NA,2016,"Idaho",1684036
"4959","IL","Dental Hygienists",2021,8250,73290,2016,"Illinois",12821709
"4960","IL","Dentists, All",1020,5120,155810.5078125,2016,"Illinois",12821709
"4961","IL","Nurses",1141,121670,70890,2016,"Illinois",12821709
"4962","IL","Physicians and Surgeons, All",1060,24720,203680.34789644,2016,"Illinois",12821709
"4963","IN","Dental Hygienists",2021,5010,67230,2016,"Indiana",6637898
"4964","IN","Dentists, All",1020,2290,170559.257641921,2016,"Indiana",6637898
"4965","IN","Nurses",1141,63870,60050,2016,"Indiana",6637898
"4966","IN","Physicians and Surgeons, All",1060,14710,NA,2016,"Indiana",6637898
"4967","KS","Dental Hygienists",2021,2380,65730,2016,"Kansas",2912977
"4968","KS","Dentists, All",1020,1050,177380,2016,"Kansas",2912977
"4969","KS","Nurses",1141,27130,58260,2016,"Kansas",2912977
"4970","KS","Physicians and Surgeons, All",1060,6000,212320.9,2016,"Kansas",2912977
"4971","KY","Dental Hygienists",2021,2230,58650,2016,"Kentucky",4440306
"4972","KY","Dentists, All",1020,1030,177305.825242718,2016,"Kentucky",4440306
"4973","KY","Nurses",1141,45500,59810,2016,"Kentucky",4440306
"4974","KY","Physicians and Surgeons, All",1060,7900,NA,2016,"Kentucky",4440306
"4975","LA","Dental Hygienists",2021,2000,55110,2016,"Louisiana",4681346
"4976","LA","Dentists, All",1020,950,132217.789473684,2016,"Louisiana",4681346
"4977","LA","Nurses",1141,44780,63370,2016,"Louisiana",4681346
"4978","LA","Physicians and Surgeons, All",1060,6000,219380.016666667,2016,"Louisiana",4681346
"4979","MA","Dental Hygienists",2021,5920,81050,2016,"Massachusetts",6827280
"4980","MA","Dentists, All",1020,3870,197353.333333333,2016,"Massachusetts",6827280
"4981","MA","Nurses",1141,85140,89060,2016,"Massachusetts",6827280
"4982","MA","Physicians and Surgeons, All",1060,22710,208188.172611185,2016,"Massachusetts",6827280
"4983","MD","Dental Hygienists",2021,3560,82750,2016,"Maryland",6007014
"4984","MD","Dentists, All",1020,2760,167971.413043478,2016,"Maryland",6007014
"4985","MD","Nurses",1141,53330,74710,2016,"Maryland",6007014
"4986","MD","Physicians and Surgeons, All",1060,16150,197891.133126935,2016,"Maryland",6007014
"4987","ME","Dental Hygienists",2021,1230,62040,2016,"Maine",1332348
"4988","ME","Dentists, All",1020,370,191200,2016,"Maine",1332348
"4989","ME","Nurses",1141,14190,63800,2016,"Maine",1332348
"4990","ME","Physicians and Surgeons, All",1060,3650,NA,2016,"Maine",1332348
"4991","MI","Dental Hygienists",2021,9880,61450,2016,"Michigan",9954117
"4992","MI","Dentists, All",1020,4290,173012.634032634,2016,"Michigan",9954117
"4993","MI","Nurses",1141,92670,69100,2016,"Michigan",9954117
"4994","MI","Physicians and Surgeons, All",1060,21560,192594.327458256,2016,"Michigan",9954117
"4995","MN","Dental Hygienists",2021,4800,71330,2016,"Minnesota",5525360
"4996","MN","Dentists, All",1020,1750,204646.857142857,2016,"Minnesota",5525360
"4997","MN","Nurses",1141,61830,73940,2016,"Minnesota",5525360
"4998","MN","Physicians and Surgeons, All",1060,11390,NA,2016,"Minnesota",5525360
"4999","MO","Dental Hygienists",2021,3110,68990,2016,"Missouri",6091384
"5000","MO","Dentists, All",1020,1740,NA,2016,"Missouri",6091384
"5001","MO","Nurses",1141,67920,60830,2016,"Missouri",6091384
"5002","MO","Physicians and Surgeons, All",1060,11140,193532.701974865,2016,"Missouri",6091384
"5003","MS","Dental Hygienists",2021,1250,57960,2016,"Mississippi",2990595
"5004","MS","Dentists, All",1020,840,NA,2016,"Mississippi",2990595
"5005","MS","Nurses",1141,28590,57010,2016,"Mississippi",2990595
"5006","MS","Physicians and Surgeons, All",1060,3820,NA,2016,"Mississippi",2990595
"5007","MT","Dental Hygienists",2021,770,69730,2016,"Montana",1042137
"5008","MT","Dentists, All",1020,390,176050,2016,"Montana",1042137
"5009","MT","Nurses",1141,9800,64300,2016,"Montana",1042137
"5010","MT","Physicians and Surgeons, All",1060,1990,NA,2016,"Montana",1042137
"5011","NC","Dental Hygienists",2021,6200,67700,2016,"North Carolina",10161802
"5012","NC","Dentists, All",1020,3500,NA,2016,"North Carolina",10161802
"5013","NC","Nurses",1141,99050,61330,2016,"North Carolina",10161802
"5014","NC","Physicians and Surgeons, All",1060,18940,NA,2016,"North Carolina",10161802
"5015","ND","Dental Hygienists",2021,690,65500,2016,"North Dakota",756114
"5016","ND","Dentists, All",1020,210,202240,2016,"North Dakota",756114
"5017","ND","Nurses",1141,8710,60840,2016,"North Dakota",756114
"5018","ND","Physicians and Surgeons, All",1060,1240,NA,2016,"North Dakota",756114
"5019","NE","Dental Hygienists",2021,1240,66490,2016,"Nebraska",1906483
"5020","NE","Dentists, All",1020,660,NA,2016,"Nebraska",1906483
"5021","NE","Nurses",1141,21240,60370,2016,"Nebraska",1906483
"5022","NE","Physicians and Surgeons, All",1060,4060,205028.793103448,2016,"Nebraska",1906483
"5023","NH","Dental Hygienists",2021,1250,76860,2016,"New Hampshire",1343694
"5024","NH","Dentists, All",1020,490,NA,2016,"New Hampshire",1343694
"5025","NH","Nurses",1141,13260,68680,2016,"New Hampshire",1343694
"5026","NH","Physicians and Surgeons, All",1060,3660,NA,2016,"New Hampshire",1343694
"5027","NJ","Dental Hygienists",2021,5790,84180,2016,"New Jersey",8873584
"5028","NJ","Dentists, All",1020,3550,158280.845070423,2016,"New Jersey",8873584
"5029","NJ","Nurses",1141,79400,80580,2016,"New Jersey",8873584
"5030","NJ","Physicians and Surgeons, All",1060,22570,204789.960124058,2016,"New Jersey",8873584
"5031","NM","Dental Hygienists",2021,1190,91080,2016,"New Mexico",2092555
"5032","NM","Dentists, All",1020,840,170226.428571429,2016,"New Mexico",2092555
"5033","NM","Nurses",1141,16200,68670,2016,"New Mexico",2092555
"5034","NM","Physicians and Surgeons, All",1060,3350,NA,2016,"New Mexico",2092555
"5035","NV","Dental Hygienists",2021,1920,86550,2016,"Nevada",2919555
"5036","NV","Dentists, All",1020,950,209397.368421053,2016,"Nevada",2919555
"5037","NV","Nurses",1141,20250,83790,2016,"Nevada",2919555
"5038","NV","Physicians and Surgeons, All",1060,3410,NA,2016,"Nevada",2919555
